Expression,Mean_C,SD_C,N_Rate,N_Unknown
accelerated graphics port,3.3,1.4944341180973264,10,3
acceleration principle,2.066666666666667,1.2798809468443688,15,5
accelerator board,3.6,1.1737877907772674,10,2
accelerator card,4,1.3333333333333333,10,3
accelerator pedal,4.2,1.3165611772087666,10,0
accent mark,3.2,1.4757295747452437,10,0
accent pillow,4.6,0.699205898780101,10,3
accentual system,NA,NA,9,9
access code,4,1.247219128924647,10,0
access control list,3.5,1.4337208778404378,10,2
access course,2.8181818181818183,1.5374122295716148,11,5
access number,4.1,0.8755950357709131,10,0
access panel,4.631578947368421,0.5972647203701474,19,1
access profile,3,1.247219128924647,10,1
access provider,2.8,1.398411797560202,10,0
access road,4.6,0.699205898780101,10,0
access route,3.5454545454545454,1.4396969378057567,11,0
access time,2,1.0540925533894598,10,1
accessory after the fact,2.6,1.2649110640673518,10,0
accessory before the fact,2.1818181818181817,1.4012980994907414,11,5
accessory cloud,NA,NA,8,8
accessory fruit,3.6,1.429840705968481,10,5
accessory nerve,3.9,1.286683937707919,10,4
accident and emergency,3.3,1.1595018087284057,10,0
accident of birth,2,1.247219128924647,10,1
accident prone,2.411764705882353,1.2776356840572631,17,0
accident surgery,2.8,1.4757295747452437,10,0
accident waiting to happen,2.3636363636363638,1.2862913567871994,11,0
accident-prone,2.4,1.577621275493231,10,0
accidental death,3.2,1.7511900715418263,10,0
accidental injury,3,1.5634719199411433,10,1
accidentally on purpose,1.7,1.3374935098492586,10,0
accidents will happen,2.6,1.1737877907772674,10,0
accommodation centre,3.4545454545454546,1.5075567228888183,11,1
accommodation ladder,3.1818181818181817,1.6011359603844901,11,0
accomodate requirements,2.090909090909091,1.044465935734187,11,1
accompanied baggage,3.5454545454545454,1.572490786213793,11,2
accomplished fact,2.7,0.9486832980505138,10,0
accord and satisfaction,1.8,1.3165611772087666,10,4
accord with,2.4,0.8432740427115678,10,1
according as,2.1,1.1005049346146119,10,3
according to,2.1,1.5951314818673865,10,0
according to hoyle,NA,NA,5,8
accordion door,3.7,1.5670212364724212,10,3
account book,4.3,1.2516655570345725,10,0
account executive,4,1.4142135623730951,10,0
account for,3.9,1.3703203194062976,10,0
account holder,4.090909090909091,0.7006490497453707,11,0
account name,3.6,1.2649110640673518,10,0
account payable,3.6,1.0749676997731399,10,1
account receivable,3.0625,1.181453906563152,16,1
account statement,4.545454545454546,0.6875516509523286,11,0
accounting firm,3.9,1.286683937707919,10,0
accounting package,3.1818181818181817,1.3280197150781925,11,1
accounts payable,2.3,1.4181364924121764,10,0
accounts receivable,3.5833333333333335,1.5642792899510294,12,0
accredit with,1.8,0.9189365834726815,10,0
accrual basis,2.8125,1.3275918047351754,16,14
accumulation point,3.4,1.505545305418162,10,5
accusative case,2.4,1.505545305418162,10,3
accused of,2,1.3333333333333333,10,1
accustom to,2.1818181818181817,1.2504544628399563,11,1
accustomed to,2.2,1.3165611772087666,10,0
ace a test,2.8,1.398411797560202,10,1
ace in the hole,2.4545454545454546,1.2135597524338357,11,1
ace inhibitor,NA,NA,5,8
ace it,2.1,1.1972189997378648,10,0
ace of clubs,3.7,1.4181364924121764,10,0
ace of diamond,4.1,1.286683937707919,10,1
ace of diamonds,4.2,1.3165611772087666,10,0
ace of hearts,4.4,0.8432740427115678,10,0
ace of spades,3.4,1.6465452046971292,10,0
ace up one's sleeve,2,1.0540925533894598,10,0
ace up the sleeve,2.5833333333333335,1.5050420310248864,12,0
ace up your sleeve,2.4166666666666665,1.6213537179739277,12,0
acerate leaf,3.5,1.8829377433825436,12,11
acetate disk,3.9,1.1005049346146119,10,5
acetic acid,4.2,1.3165611772087666,10,1
acetyl group,3.6,1.577621275493231,10,2
acetyltannic acid,4.8,0.6324555320336759,10,1
ache for,1.7,1.0593499054713802,10,0
ache over,1.6923076923076923,0.8548504142651103,13,0
achieve a performance,3.090909090909091,1.3751033019046572,11,0
achieve success,2.6,1.1737877907772674,10,0
achilles heel,1.3,0.48304589153964794,10,0
achilles tendon,3.9,1.5238839267549948,10,0
achilles' heel,2.8,1.8135294011647258,10,0
achromatic color,3.5,1.4337208778404378,10,6
achromatic colour,3.5,1.35400640077266,10,2
achromatic lens,4.2727272727272725,1.2720777563426766,11,4
achromatic vision,3.611111111111111,1.1950332945836273,18,7
acid house,3.4,1.2649110640673518,10,7
acid jazz,3.1,1.3703203194062976,10,3
acid of apples,3.7,0.9486832980505138,10,5
acid rain,4,0.7559289460184544,15,1
acid rock,4.1,0.7378647873726218,10,2
acid taste,3.5,1.4337208778404378,10,1
acid test,3.8181818181818183,0.9816498172140428,11,2
ack-ack gun,NA,NA,6,8
ackee tree,4.5,1.2692955176439846,10,7
acknowledge the corn,2.272727272727273,1.555050423035156,11,6
acne cover,4.1,1.1005049346146119,10,0
acne pimple,4.1,0.9944289260117533,10,0
acne rosacea,4.4,0.9660917830792959,10,3
acorn nut,4.7,0.6749485577105528,10,0
acorn squash,4.5,0.7071067811865476,10,1
acoustic buoy,4.090909090909091,1.2210278829367867,11,3
acoustic coupler,2.6,1.0749676997731399,10,6
acoustic emission,2.7,1.4181364924121764,10,5
acoustic guitar,5,0,10,0
acoustic nerve,2.7,1.4944341180973264,10,6
acoustic power,3.2,1.2292725943057183,10,3
acoustic resistance,2.8181818181818183,1.3280197150781925,11,2
acoustic spectrum,3.2777777777777777,1.4473324572571657,18,8
acoustic velocity,2.8181818181818183,1.662418829187267,11,2
acoustic wave,2.727272727272727,1.4206272622267313,11,0
acquaintance rape,3.6,1.505545305418162,10,5
acquired immune deficiency syndrome,3.8,1.4757295747452437,10,0
acquired taste,2.5,1.0801234497346435,10,1
acquit oneself,1.9,1.1005049346146119,10,2
acrocoracohumeral ligament,NA,NA,8,8
acromial process,NA,NA,8,9
acronyms,2,1.3333333333333333,10,1
across from,3.25,1.4847711791873706,12,1
across the board,1.9,1.286683937707919,10,1
across the country,2.75,1.0552897060221726,12,0
across the line,2.5454545454545454,1.2135597524338357,11,0
across the nation,2.9,1.5238839267549948,10,0
across the pond,3.3636363636363638,1.2060453783110545,11,0
across-the-board,1.4,0.9660917830792959,10,0
acrylic acid,4,1.4142135623730951,11,1
acrylic fiber,4.8,0.4216370213557839,10,0
act as,1.8181818181818181,1.4012980994907414,11,0
act for,2.6363636363636362,1.2862913567871994,11,2
act high-and-mighty,1.7,1.0593499054713802,10,0
act of congress,2.3076923076923075,1.4935759876113537,13,0
act of contrition,1.7,1.0593499054713802,10,1
act of faith,1.9,1.449137674618944,10,1
act of god,2.5,1.243163121016122,12,0
act of terror,3.4,1.429840705968481,10,0
act of terrorism,3.4,1.0749676997731399,10,1
act on,2.5,1.4337208778404378,10,0
act one's age,2,1.4907119849998598,10,0
act out,2.9,1.66332999331662,10,0
act reflexively,2.3,0.8232726023485646,10,0
act superior,2.6,0.8432740427115678,10,0
act the giddy goat,2.3,1.5670212364724212,10,5
act the part,3.3,1.0593499054713802,10,0
act up,2.3,1.3374935098492586,10,0
act upon,2.909090909090909,1.5782614139961386,11,0
act your age,1.7,1.2516655570345725,10,2
acte gratuit,NA,NA,7,8
acting out,2,1.1547005383792515,10,1
acting up,2.5,1.4337208778404378,10,0
actinic ray,NA,NA,5,8
action figure,4.7,0.9486832980505138,10,0
action film,4.25,1.2154310870109943,12,0
action group,2.7,0.9486832980505138,10,3
action man,3.2,1.6865480854231356,10,1
action mechanism,2.7,1.0593499054713802,10,3
action movie,3.9,0.9944289260117533,10,0
action officer,3.5,0.97182531580755,10,4
action painting,2.8,1.7511900715418263,10,0
action plant,2.9,1.1972189997378648,10,4
action point,2.4545454545454546,1.2933395813657265,11,2
action potential,1.7,0.6749485577105528,10,1
action replay,3.8,1.2292725943057183,10,0
action research,2.8,1.398411797560202,10,0
action stations,2.5,1.35400640077266,10,7
action verb,2,1.0954451150103321,11,0
actions speak louder than words,1.5,0.7071067811865476,10,0
activated sludge,NA,NA,8,8
active agent,2.9,1.5238839267549948,10,2
active birth,3.1,1.5238839267549948,10,0
active duty,3,1.2649110640673518,11,0
active galactic nucleus,3.272727272727273,1.7372915179041823,11,7
active immunity,3.272727272727273,1.2720777563426766,11,0
active ingredient,3.5,1.0801234497346435,10,0
active list,3.1818181818181817,0.873862897505303,11,3
active placebo,2.909090909090909,1.3751033019046572,11,0
active service,2.8,1.3165611772087666,10,1
active voice,3.3,1.3374935098492586,10,0
active window,3.6,1.3498971154211057,10,3
activist judge,3.8,1.0327955589886444,10,1
activist justice,2,0.9428090415820634,10,0
activity holiday,2.9,1.3703203194062976,10,0
actor agent,4.3,0.8232726023485646,10,1
acts of god,2.1,1.1972189997378648,10,0
actual bodily harm,3.4,1.3498971154211057,10,0
actual eviction,3.2,1.3165611772087666,10,3
actuarial table,3.5,1.0801234497346435,10,2
acute accent,2.909090909090909,1.7002673586554236,11,3
acute angle,3.75,1.390443574307614,16,0
acute glaucoma,4.1,0.8755950357709131,10,2
acute kidney failure,3.1,1.5238839267549948,10,0
acute triangle,3.5,1.509230856356236,10,1
ad absurdum,NA,NA,7,9
ad agency,3.4,1.1737877907772674,10,1
ad campaign,2.8,1.2292725943057183,10,0
ad hoc,2.5,1.35400640077266,10,1
ad hominem,3,1.8257418583505538,10,3
ad infinitum,1.4,0.9660917830792959,10,5
ad interim,NA,NA,7,8
ad lib,2.7,1.636391694484477,10,3
ad libitum,2.375,1.2583057392117916,16,13
ad libs,2.4545454545454546,1.3684762594679065,11,2
ad loc.,NA,NA,2,9
ad nauseam,NA,NA,4,9
ad page,3.5,1.5811388300841898,10,0
ad valorem,2.4,1.577621275493231,10,3
ad-hoc polymorphism,3.2,1.4757295747452437,10,7
ad-lib,3.2666666666666666,1.3870146083619754,15,3
adam and eve,2.8,1.6865480854231356,10,1
adam's ale,NA,NA,7,8
adam's apple,4.7272727272727275,0.46709936649691375,11,0
adapter pattern,NA,NA,7,8
adaptive optics,3.7142857142857144,1.4373357526806554,14,3
add bonus,3,1.0540925533894598,10,1
add fuel to the fire,3.1,1.5951314818673865,10,0
add fuel to the flames,2.2,1.5491933384829668,10,0
add in,2.6666666666666665,1.556997888323046,12,0
add insult to injury,1.3636363636363635,0.504524979109513,11,2
add on,2.6363636363636362,1.433368568981982,11,0
add on to,2.6,1.2649110640673518,10,0
add to,2.7,1.2516655570345725,10,0
add together,3.1,1.5951314818673865,10,0
add up,2.6363636363636362,1.5015143870590966,11,1
add up to,2.4,1.505545305418162,10,0
addams family,4.1,1.286683937707919,10,1
added value,2.5,1.5811388300841898,10,0
adder's mouth,3.7,1.4181364924121764,10,6
adder's tongue,3.5,0.8498365855987975,10,4
adding machine,4.066666666666666,1.3345232785352157,15,2
addis abeba,NA,NA,2,8
addition polymerization,NA,NA,2,10
addition reaction,3.2,1.4757295747452437,10,2
addition sign,3.6,1.3498971154211057,10,0
additive group,3.090909090909091,1.2210278829367867,11,3
additive inverse,1.9090909090909092,1.044465935734187,11,7
address bar,3.8181818181818183,1.3280197150781925,11,1
address book,4.181818181818182,1.4012980994907414,11,0
adductor muscle,4.6,0.699205898780101,10,0
adenosine triphosphate,3.4,1.6465452046971292,10,3
adequate to,2.090909090909091,1.513574937328539,11,0
ader wax,NA,NA,3,8
adhere to,2.1818181818181817,0.9816498172140428,11,0
adhesion contract,2.727272727272727,1.1037127426019047,11,7
adhesive agent,3.6363636363636362,1.2060453783110545,11,0
adhesive bandage,4.5,0.8498365855987975,10,0
adhesive material,3.9,1.286683937707919,10,0
adhesive tape,4.8,0.6324555320336759,10,0
adiabatic gradient,NA,NA,2,8
adirondack chair,4.3,0.6749485577105528,10,4
adjacent angle,3.727272727272727,1.555050423035156,11,2
adjacent to,2.4,1.577621275493231,10,0
adjectival group,2.1,1.3703203194062976,10,1
adjective group,2.5454545454545454,1.3684762594679065,11,3
adjoining room,4.2,1.2292725943057183,10,0
adjourn to,2.3636363636363638,1.026910636104941,11,2
adjustable spanner,4.1,1.3703203194062976,10,3
adjustable wrench,4.3,1.3374935098492586,10,0
adjusting entry,2.3636363636363638,1.5015143870590966,11,0
adjutant general,3.2,1.3165611772087666,10,1
adjutants general,3.5,1.35400640077266,10,3
administrative assistant,4.4,1.0749676997731399,10,0
administrative official,4.052631578947368,1.1290942392774796,19,0
administrative unit,3.9,0.9944289260117533,10,3
admiral of the fleet,3.4,1.776388345929897,10,0
admiral's cup,3.4615384615384617,1.3913653136029502,13,8
admiralty law,2.6,1.1737877907772674,10,7
admission charge,3.7,1.1595018087284057,10,0
admission day,3.1818181818181817,1.5374122295716148,11,0
admission fee,3.5,1.2692955176439846,10,0
admit of,2.2,1.6193277068654826,10,1
admit to,2.2,1.398411797560202,10,1
adobe house,4.1,1.286683937707919,10,8
adoption agency,4.1,1.1005049346146119,10,1
adoptive father,4.2727272727272725,0.9045340337332909,11,0
adoptive mother,4.5,0.8498365855987975,10,0
adoptive parent,4.2,0.7888106377466155,10,0
adrenal gland,3.8,1.398411797560202,10,1
adrenaline junkie,3.4,1.3498971154211057,10,1
adsorbent material,3.3,1.4181364924121764,10,2
aduki bean,4.5,0.5270462766947299,10,2
adult body,4.7272727272727275,0.46709936649691375,11,0
adult education,3.5,1.1785113019775793,10,0
adult female,4.6,0.9660917830792959,10,0
adult intelligence,2.8,1.4757295747452437,10,0
adult life,2.2,1.6865480854231356,10,0
adult male,4.5,1.0801234497346435,10,0
adult male body,4.3,1.2516655570345725,10,0
adult third culture kids,2.8,1.1352924243950935,10,2
adult tooth,4.583333333333333,0.6685579234215214,12,0
advance cheque,3,1.5634719199411433,10,1
advance directive,2.8181818181818183,0.9816498172140428,11,6
advance guard,2.4,1.1737877907772674,10,1
advance look,3,1.4832396974191326,11,3
advance poll,3,1.1547005383792515,10,3
advance warning,2.7,0.6749485577105528,10,0
advance woman,NA,NA,8,8
advanced degree,3.1818181818181817,1.2504544628399563,11,1
advanced guard,3,1.5491933384829668,11,1
advanced higher,2.6,1.1737877907772674,10,1
advanced in years,2.8,1.3165611772087666,10,0
advanced level,2.4545454545454546,0.9341987329938275,11,0
advanced placement,3.090909090909091,0.9438798074485389,11,1
advanced subsidiary level,2.9,1.3703203194062976,10,3
advent calendar,3.5,1.35400640077266,10,0
advent sunday,2.9,1.449137674618944,10,0
adventure education,1.9,0.8755950357709131,10,4
adventure game,3.8,1.2292725943057183,10,0
adventure holiday,2.9,1.3703203194062976,10,0
adventure playground,4.3,0.9486832980505138,10,0
adventure story,3.1,1.3703203194062976,10,0
adventure tour,3.1818181818181817,1.3280197150781925,11,0
adventure travel,3.8181818181818183,1.3280197150781925,11,1
adverb group,2.6363636363636362,1.747725795010606,11,0
adverb phrase,2.1818181818181817,1.3280197150781925,11,1
adverbial group,2.2,1.398411797560202,10,4
adverbial particle,3.2,1.6193277068654826,10,3
adversarial system,1.8181818181818181,1.4709304414677002,11,1
adverse opinion,2,1.3333333333333333,10,2
adverse witness,3.5,1.4337208778404378,10,3
adversity makes strange bedfellows,1.9,1.1005049346146119,10,0
advertising agency,2.5,1.0801234497346435,10,0
advertising campaign,3.4545454545454546,1.0357254813546264,11,0
advertising department,3.2,1.398411797560202,10,0
advertising firm,3.5454545454545454,1.572490786213793,11,0
advice and consent,2.8,1.4757295747452437,10,0
advice boat,3.2,1.5491933384829668,10,6
advice column,3.9,1.1005049346146119,10,0
advice columnist,3.7,1.636391694484477,10,0
advice line,2.7,1.5670212364724212,10,1
advisory board,3.7,1.0593499054713802,10,2
advisory opinion,2.4375,1.3149778198382918,16,0
advisory service,3.6,1.0749676997731399,10,0
advocacy group,4,1.3333333333333333,10,0
adzuki bean,NA,NA,7,8
aeolian harp,NA,NA,7,8
aerial cableway,4.2,1.0327955589886444,10,1
aerial root,NA,NA,9,8
aerobic respiration,3.9,1.449137674618944,10,1
aerodynamic lift,4.2,0.7888106377466155,10,1
aerosol can,4.636363636363637,0.9244162777371754,11,0
afar off,1.8181818181818181,0.9816498172140428,11,1
affair of the heart,1.4,0.9660917830792959,10,0
affaire d'honneur,NA,NA,2,8
affairs of state,2.4,1.505545305418162,10,1
affect perseverance,2.2,1.398411797560202,10,3
affective disorder,2.7,1.5670212364724212,10,0
afferent fiber,NA,NA,2,9
afferent nerve,NA,NA,6,8
affidavit men,NA,NA,8,10
affiliate marketing,2.272727272727273,1.1037127426019047,11,0
affine geometry,NA,NA,8,8
affine group,NA,NA,6,8
affine transformation,2.9,1.5238839267549948,10,5
affinity card,4,0.7844645405527362,14,5
affinity group,2.5,1.35400640077266,10,1
affirmative action,3.3,1.5670212364724212,10,0
affirmative pleading,2.8,1.4757295747452437,10,1
afford to,2.272727272727273,1.1908743922772957,11,0
affordable housing,3.3636363636363638,0.9244162777371754,11,0
afghan hound,4.090909090909091,1.4459976109624424,11,2
afoul of,2,0.9128709291752769,13,8
afraid of one's own shadow,2,1.4907119849998598,10,1
afraid of your shadow,2.6,1.6465452046971292,10,0
african american,4,1.4142135623730951,10,0
african canadian,4.125,1.3601470508735443,16,1
african caribbean,3.6,1.505545305418162,10,0
african crake,NA,NA,8,8
african renaissance,2.5454545454545454,1.5075567228888183,11,0
african violet,3.9,1.1005049346146119,10,1
african-american,4.3,0.9486832980505138,10,0
africanist dance,3.8181818181818183,1.3280197150781925,11,4
afro hairdo,4.3,1.0593499054713802,10,0
afro wig,4.666666666666667,0.8876253645985945,12,0
afro-seminole creole,2.9444444444444446,1.3048426644944466,18,11
after a fashion,2.1,1.1972189997378648,10,2
after a storm comes a calm,2,1.1547005383792515,10,1
after all,1.6,0.699205898780101,10,0
after all is said and done,1.9,0.9944289260117533,10,0
after all that,1.9,1.5238839267549948,10,0
after due consideration,2.1,0.8755950357709131,10,0
after hours,2.4285714285714284,1.3424596091494903,14,0
after one's own heart,1.9,0.9944289260117533,10,0
