"","Survey","Platform","File_date","Participant","Please click the button below to agree to participate in this study.","Do you wish to complete the article evaluation instead of the study?","spiritually","meaningfulness","entrepreneurship","tranquillize","interrupting","malnourishment","pressure point","waterskiing","milk chocolate","brussels sprouts","look what the cat's dragged in","on the off-chance","head over heel","daylight saving time","throwaway remark","six of one and half a dozen of the other","take a back seat","felt-tipped pen","lip synchronization","sabre-toothed cat","in principle","interpretation","ignorance","collaborate","heavyhearted","bureaucratic","emergency","watch out","surcharge","telecommunication","cardiovascular","production cost","interior designer","assassination","law enforcement","surfboarding","bullseye","flight simulator","orange juice","spaghetti sauce","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent","Dupe_spiritually","Dupe_meaningfulness","Dupe_entrepreneurship","Dupe_tranqualize","Dupe_interrupting","Dupe_malnourishment","Dupe_pressure_point","Dupe_waterskiing","Dupe_milk_chocolate","Dupe_brussel_sprouts","Dupe_look what the cat's dragged in","Dupe_on the off-chance","Dupe_head over heel","Dupe_daylight saving time","Dupe_throwaway remark","Dupe_six of one and half a dozen of the other","Dupe_take a back seat","Dupe_felt-tipped pen","Dupe_lip synchronization","Dupe_sabre-toothed cat","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","Reverse"
"51","List 1","Mturk","17-Jan-20","R_3J9OvgRzfUGIAb9","I agree to participate in this study",NA,1,1,5,5,4,5,5,5,5,5,3,1,2,5,1,4,2,5,5,5,2,3,2,4,1,4,2,2,5,4,4,4,5,5,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.106521739130435,0.733225046739521,FALSE,NA
"52","List 1","Mturk","17-Jan-20","R_8q3JUPe5Q2hQPN7","I agree to participate in this study",NA,3,5,4,4,5,5,2,4,4,4,4,4,5,5,4,4,4,5,3,5,5,3,4,4,4,4,5,4,3,3,3,4,3,4,2,4,5,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.110869565217391,-0.365734338856144,TRUE,NA
"53","List 1","Mturk","17-Jan-20","R_33w21H2nvshkufe","I agree to participate in this study",NA,1,1,1,3,1,1,4,3,5,5,1,1,1,1,1,1,1,5,2,5,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,3,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.126086956521739,0.74176025602205,FALSE,NA
"54","List 1","Mturk","17-Jan-20","R_2OZ2m0RfSAFTIHE","I agree to participate in this study",NA,2,2,4,4,4,2,-99,4,4,4,3,4,2,5,4,5,4,2,4,2,5,5,1,5,5,2,1,1,1,4,5,5,2,2,6,2,-99,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00869565217391304,-0.251058480438273,TRUE,NA
"55","List 1","Mturk","17-Jan-20","R_1jlx2thqklEJNQg","I agree to participate in this study",NA,4,4,3,3,3,4,3,3,4,3,4,3,4,3,3,4,4,4,3,4,4,4,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,-0.464779146620174,TRUE,NA
"56","List 1","Mturk","17-Jan-20","R_3PLFN1neMqKzuno","I agree to participate in this study",NA,4,3,5,3,4,4,4,3,3,6,4,4,4,3,5,4,4,4,4,6,5,5,3,3,5,3,5,5,3,2,1,4,5,3,6,5,2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.041304347826087,-0.0797440052893449,TRUE,NA
"57","List 1","Mturk","17-Jan-20","R_1QARjNzG74PZQX0","I agree to participate in this study",NA,6,6,5,6,6,6,5,5,5,6,4,5,4,5,4,5,5,6,6,5,6,5,5,6,5,4,6,4,6,5,6,5,6,6,6,3,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.343478260869565,-0.26864647661818,TRUE,NA
"58","List 1","Mturk","17-Jan-20","R_a3IswcQilKpvy37","I agree to participate in this study",NA,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,5,4,5,2,1,4,3,3,4,3,2,2,4,4,3,5,3,2,2,3,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00217391304347826,0.104926202524939,TRUE,NA
"59","List 1","Mturk","17-Jan-20","R_BzdWpRMgMBknEfT","I agree to participate in this study",NA,2,3,5,5,3,5,4,5,5,5,1,1,1,5,1,5,3,5,4,5,3,4,4,4,5,6,4,5,3,4,5,5,4,5,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.156521739130435,0.472554011518979,FALSE,NA
"60","List 1","Mturk","17-Jan-20","R_3NzfnGs01W1oSBx","I agree to participate in this study",NA,3,3,5,3,3,4,4,6,6,6,1,3,4,5,6,4,4,6,3,4,3,6,6,6,1,6,6,5,5,5,6,6,6,5,5,6,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.645652173913044,0.551293771876116,FALSE,NA
"61","List 1","Mturk","17-Jan-20","R_UceVthBbwvc0EP7","I agree to participate in this study",NA,5,5,4,4,4,5,4,3,5,5,4,2,2,1,5,1,5,1,5,2,2,5,2,2,5,5,5,4,5,2,3,2,2,5,5,2,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,-0.148334513651057,TRUE,NA
"62","List 1","Mturk","17-Jan-20","R_3qeNkFfMy8RrzhF","I agree to participate in this study",NA,1,1,2,3,1,2,4,3,5,5,1,1,1,3,2,2,1,5,3,5,1,2,2,2,1,1,2,1,3,2,3,3,5,2,3,2,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0326086956521739,0.753554897917937,FALSE,NA
"63","List 1","Mturk","17-Jan-20","R_3ELOKLRteaR6d2a","I agree to participate in this study",NA,4,5,5,4,3,5,5,5,5,4,1,4,2,5,5,1,4,3,3,-99,2,3,6,3,1,4,4,6,5,3,3,3,4,3,5,3,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.117391304347826,-0.1084302155745,TRUE,NA
"64","List 1","Mturk","17-Jan-20","R_2wbCU9H6JVMH5bJ","I agree to participate in this study",NA,1,1,3,1,2,5,5,5,5,5,1,1,1,1,1,2,1,5,5,5,1,1,1,1,1,5,1,1,1,1,1,3,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0347826086956522,0.788984453751345,FALSE,NA
"65","List 1","Mturk","17-Jan-20","R_2bV31F1Uj2xjkqL","I agree to participate in this study",NA,1,1,2,1,1,3,5,5,5,5,4,1,2,1,1,4,4,5,5,5,1,2,2,2,2,4,3,2,2,3,3,1,5,4,5,5,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0869565217391304,0.700440238027451,FALSE,NA
"66","List 1","Mturk","17-Jan-20","R_3RyKJjRrUiOAH34","I agree to participate in this study",NA,1,2,2,3,3,4,5,5,4,4,1,1,1,2,6,4,6,2,4,4,3,4,3,3,1,3,3,2,3,4,4,3,4,3,5,5,2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.241304347826087,0.467811101333115,FALSE,NA
"67","List 1","Mturk","17-Jan-20","R_x96eSynxNKWhXGN","I agree to participate in this study",NA,5,3,1,5,2,3,4,5,5,5,1,2,1,1,1,1,1,5,4,5,1,1,1,1,2,1,2,1,3,4,3,1,5,3,1,4,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.189130434782609,0.771626776207138,FALSE,NA
"68","List 1","Mturk","17-Jan-20","R_23fvtMJ6YXOy4Xk","I agree to participate in this study",NA,2,3,6,5,5,5,1,6,5,6,1,3,5,3,4,3,5,2,4,4,5,6,1,5,5,6,5,4,3,4,6,5,6,6,5,3,1,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.243478260869565,-0.253850398205587,TRUE,NA
"69","List 1","Mturk","17-Jan-20","R_6Wi2npP0o2Xd09H","I agree to participate in this study",NA,6,5,4,4,5,3,4,4,3,5,4,5,4,4,3,3,-99,5,5,3,5,3,5,4,4,1,1,2,4,3,3,3,3,1,3,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00869565217391304,-0.426424349226602,TRUE,NA
"70","List 1","Mturk","17-Jan-20","R_6omQDE1OuRW3riN","I agree to participate in this study",NA,1,1,2,3,3,3,4,5,5,5,1,1,1,1,2,1,1,4,4,5,1,2,1,2,2,1,2,2,5,3,3,2,4,4,5,5,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.182608695652174,0.778248481020494,FALSE,NA
"71","List 1","Mturk","17-Jan-20","R_qCxSdgKzEVHxuAF","I agree to participate in this study",NA,1,1,3,2,5,2,4,5,5,5,2,1,1,5,1,5,3,5,5,5,1,1,1,1,1,1,2,3,1,2,5,3,5,3,5,4,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.041304347826087,0.789521312688813,FALSE,NA
"72","List 1","Mturk","17-Jan-20","R_8erz9wY5UtK6BKp","I agree to participate in this study",NA,2,-99,5,5,5,5,5,5,5,5,2,2,2,5,4,2,2,5,4,5,3,3,3,5,3,3,4,2,5,5,3,3,5,3,4,5,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0565217391304348,0.336562208044973,FALSE,NA
"73","List 1","Mturk","17-Jan-20","R_Aj5OS6mIWG3woaB","I agree to participate in this study",NA,5,4,4,5,5,4,2,3,4,2,1,2,5,4,2,4,5,4,5,1,3,2,2,4,5,3,5,5,3,1,5,4,5,3,5,2,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.17520929972487,TRUE,NA
"74","List 1","Mturk","17-Jan-20","R_2uqQbTujWpE1vm6","I agree to participate in this study",NA,5,5,5,5,5,5,1,5,5,5,1,1,1,1,1,6,1,5,4,5,2,2,2,3,1,4,3,5,5,5,5,5,4,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.341304347826087,0.778171008540794,FALSE,NA
"75","List 1","Mturk","17-Jan-20","R_2Cq68i3fCTCzpqm","I agree to participate in this study",NA,1,1,2,2,4,5,4,5,5,5,2,1,1,4,1,2,3,5,5,5,2,4,2,4,2,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.128260869565217,0.725658406904339,FALSE,NA
"76","List 1","Mturk","17-Jan-20","R_1PTcOqhNuIc7rPu","I agree to participate in this study",NA,1,1,2,4,2,4,4,5,5,5,2,2,3,2,1,4,3,5,2,5,2,1,1,3,1,3,3,2,2,3,2,2,3,4,3,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.143478260869565,0.825064561099221,FALSE,NA
"77","List 1","Mturk","17-Jan-20","R_2EytRu6KDJuTmMg","I agree to participate in this study",NA,5,5,5,5,5,5,5,5,5,5,5,1,3,5,2,1,5,1,5,3,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.184782608695652,NA,NA,NA
"78","List 1","Mturk","17-Jan-20","R_82hGb7Gpwbr0a5P","I agree to participate in this study",NA,4,3,3,3,4,3,3,4,4,3,4,1,3,3,3,1,3,2,3,3,4,4,4,2,3,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.0974509417794542,TRUE,NA
"79","List 1","Mturk","17-Jan-20","R_3I5fCkfSgtbBG4H","I agree to participate in this study",NA,1,1,3,1,2,3,1,5,5,5,4,2,4,1,2,4,2,5,4,4,1,1,1,1,1,1,1,1,1,2,4,4,4,2,3,5,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0434782608695652,0.822948810222164,FALSE,NA
"80","List 1","Mturk","17-Jan-20","R_2VPXKPoVYjcqHXV","I agree to participate in this study",NA,2,2,2,1,2,2,2,4,5,5,3,3,1,2,2,1,1,5,2,5,6,6,2,2,6,4,6,2,4,6,3,6,6,5,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0.654347826086957,NA,NA,NA
"81","List 1","Mturk","17-Jan-20","R_1zGgcqw0t2pTG3D","I agree to participate in this study",NA,1,1,1,4,4,5,2,5,5,5,1,1,1,4,1,5,1,5,5,5,1,1,1,1,1,1,4,1,4,5,5,1,5,4,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0304347826086957,0.790039267132203,FALSE,NA
"82","List 1","Mturk","17-Jan-20","R_1GVpRhhqsqYqTzw","I agree to participate in this study",NA,2,2,2,3,2,4,3,5,5,5,1,2,1,4,2,4,1,5,5,5,1,2,2,2,2,2,2,3,4,4,4,2,5,2,2,4,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.193478260869565,0.637267543694976,FALSE,NA
"83","List 1","Mturk","17-Jan-20","R_3Q90nhhsEJILWjT","I agree to participate in this study",NA,2,1,3,5,5,5,5,5,5,5,3,5,1,5,3,1,2,5,3,5,2,1,2,4,2,4,2,3,3,5,5,5,5,2,4,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0804347826086956,0.620260405206571,FALSE,NA
"84","List 1","Mturk","17-Jan-20","R_1hYBCanVbilgGfS","I agree to participate in this study",NA,1,2,1,2,3,3,3,2,5,5,1,1,1,1,1,5,1,5,1,5,1,1,1,2,1,2,2,2,3,4,3,4,5,3,4,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0630434782608696,0.919997698340202,FALSE,NA
"85","List 1","Mturk","17-Jan-20","R_2YalbS27yrf2qz6","I agree to participate in this study",NA,1,1,1,1,5,5,1,5,5,5,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,4,1,5,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00652173913043478,0.648589988845418,FALSE,NA
"86","List 1","Mturk","17-Jan-20","R_249Efi7FHFa7FWF","I agree to participate in this study",NA,1,1,2,2,2,2,5,5,5,5,1,1,1,1,1,2,1,5,2,5,1,1,1,1,1,1,1,2,4,3,3,1,3,3,4,4,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.115217391304348,0.863204635030336,FALSE,NA
"87","List 1","Mturk","17-Jan-20","R_ZxVHZJpccqG4yn7","I agree to participate in this study",NA,1,3,2,4,5,4,3,5,4,5,2,2,2,2,4,5,3,5,4,5,4,3,2,4,2,4,4,4,5,5,5,5,5,5,5,5,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.193478260869565,0.607100181311323,FALSE,NA
"88","List 1","Mturk","17-Jan-20","R_3KIVP0eqIz0pDF6","I agree to participate in this study",NA,1,1,1,3,3,4,3,5,5,5,4,1,2,4,1,4,2,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,5,4,3,5,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0369565217391304,0.757389631358454,FALSE,NA
"89","List 1","Mturk","17-Jan-20","R_2S8eKkEIBOSjolP","I agree to participate in this study",NA,6,2,3,4,6,3,5,2,2,1,3,3,1,1,4,4,2,6,2,5,1,5,3,5,5,1,4,1,2,6,5,1,6,6,4,2,6,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.171739130434783,-0.093178709155521,TRUE,NA
"90","List 1","Mturk","17-Jan-20","R_3qkBQRIwPlG3a7o","I agree to participate in this study",NA,1,1,1,5,1,5,3,5,5,5,6,1,1,1,1,2,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,4,1,1,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0239130434782609,0.58050488941372,FALSE,NA
"91","List 1","Mturk","17-Jan-20","R_3L5UhJ4kCOsoXy9","I agree to participate in this study",NA,1,3,2,4,5,5,5,5,5,5,1,1,1,2,1,5,2,5,5,3,2,3,2,2,2,2,2,2,3,4,3,4,4,4,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0717391304347826,0.888363620133044,FALSE,NA
"92","List 1","Mturk","17-Jan-20","R_2XdFlBe6KedkrHe","I agree to participate in this study",NA,1,3,3,4,5,4,4,5,5,5,1,3,1,3,2,1,1,5,5,5,1,2,1,3,1,3,3,2,5,4,4,5,4,4,4,4,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.210869565217391,0.762236828832983,FALSE,NA
"93","List 1","Mturk","17-Jan-20","R_2cobb9zaaEUXQYq","I agree to participate in this study",NA,5,3,4,4,2,4,6,3,3,5,4,5,5,5,3,5,2,4,4,4,4,4,3,4,5,3,5,5,3,3,4,2,3,4,4,5,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0478260869565217,-0.172353906637661,TRUE,NA
"94","List 1","Mturk","17-Jan-20","R_1JROH2Y8zYsggAy","I agree to participate in this study",NA,1,1,2,2,2,4,4,5,5,5,1,1,1,1,1,4,2,5,4,5,1,1,1,1,1,1,1,2,1,2,1,1,3,3,2,2,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.204347826086957,0.828426299883006,FALSE,NA
"95","List 1","Mturk","17-Jan-20","R_3sczAsBmcBVvPlr","I agree to participate in this study",NA,3,1,1,2,5,5,5,5,5,4,4,2,5,2,4,5,5,5,1,5,1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.180434782608696,0.687764139664,FALSE,NA
"96","List 1","Mturk","17-Jan-20","R_2aDgKqTha4bIkKR","I agree to participate in this study",NA,2,1,2,2,1,3,5,5,5,5,1,1,2,3,1,1,1,5,4,5,1,3,1,5,1,3,4,2,5,5,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0652173913043478,0.732177589201976,FALSE,NA
"97","List 1","Mturk","17-Jan-20","R_290QL4RWHTohrwy","I agree to participate in this study",NA,1,1,5,1,5,5,5,5,1,1,1,1,5,4,3,3,5,1,2,3,1,3,3,4,5,3,5,1,4,1,3,2,3,5,2,5,3,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.00217391304347826,0.0556055161988437,TRUE,NA
"98","List 1","Mturk","17-Jan-20","R_3hyAVu3so1wi1FT","I agree to participate in this study",NA,1,1,2,5,1,5,5,5,5,5,1,1,3,1,1,5,1,5,5,5,1,1,1,1,1,1,5,1,3,5,5,3,4,5,2,3,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0978260869565217,0.643939939853685,FALSE,NA
"99","List 1","Mturk","17-Jan-20","R_yBXYGhTH76xfxAd","I agree to participate in this study",NA,6,6,4,6,5,5,6,5,6,5,5,6,5,5,5,5,5,6,6,4,4,4,5,4,5,4,4,4,5,4,5,5,4,5,5,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.199229987373601,TRUE,NA
"100","List 1","Mturk","17-Jan-20","R_2fevZ6cfHukkvst","I agree to participate in this study",NA,1,1,3,5,3,4,3,5,5,5,1,1,1,4,1,4,1,5,3,2,2,1,1,1,1,1,3,1,3,3,5,5,3,5,3,5,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.184782608695652,0.762147990628798,FALSE,NA
"101","List 1","Mturk","17-Jan-20","R_yjXehkuiuKKXPjP","I agree to participate in this study",NA,6,5,5,5,5,6,4,6,5,5,4,4,5,5,5,5,4,5,4,4,5,5,5,4,5,5,5,3,6,4,4,5,6,5,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.234782608695652,0.0587965451050395,TRUE,NA
"102","List 1","Mturk","17-Jan-20","R_WD9iZqkUeGl7lvP","I agree to participate in this study",NA,4,3,4,5,5,4,4,3,5,4,5,5,5,3,4,4,4,5,5,5,5,3,5,4,5,4,5,5,4,5,5,4,5,4,5,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,-0.0514285982378913,TRUE,NA
"103","List 1","Mturk","17-Jan-20","R_1DD7Ee7WiXt3BLT","I agree to participate in this study",NA,1,2,2,2,2,4,4,4,5,5,5,1,4,4,2,2,4,5,4,5,2,1,2,3,1,2,2,1,4,2,4,4,4,2,2,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0260869565217391,0.72748079924695,FALSE,NA
